MARITAL_STATUS,EDUCATION_LEVEL,RESIDENTAL_STATUS,LOAN_AMOUNT,INCOME,GENDER,NUMBER_OF_PRIOR_LOANS,AGE,TENURE,PRESENT_EMPLOYMENT_SINCE,FAMILY_SIZE,OCCUPATION,Home_Loan_Approval_Prediction
Married,Bachelor's Degree,Owner,35000.0,6250.0,,0.0,69.0,28.0,Unemployed,6.0,Manager,0
Married,Bachelor's Degree,Tenant,20000.0,2150.0,Male,3.0,56.0,6.0,More Than Seven Years,6.0,Professional,0
Married,Bachelor's Degree,Tenant,25000.0,5250.0,Female,2.0,32.0,12.0,Less Than Four Years,7.0,Professional,0
Married,Bachelor's Degree,Owner,,4250.0,Female,1.0,46.0,11.0,Unemployed,2.0,Professional,1
Divorced,Bachelor's Degree,Owner,55000.0,5250.0,Male,3.0,47.0,5.0,Unemployed,3.0,Professional,1
Married,Bachelor's Degree,Tenant,30000.0,2750.0,Male,3.0,57.0,87.0,Less Than Seven Years,7.0,Professional,0
Married,Bachelor's Degree,Tenant,20000.0,2750.0,Male,2.0,54.0,12.0,Unemployed,6.0,Farmer,0
Single,Bachelor's Degree,Owner,50000.0,4250.0,Male,1.0,48.0,5.0,Less Than One Year,3.0,Manager,1
Single,Master's Degree,Tenant,30000.0,3750.0,Female,2.0,63.0,4.0,Less Than One Year,4.0,Worker,0
Single,Bachelor's Degree,Tenant,30000.0,2150.0,Female,3.0,34.0,22.0,Unemployed,6.0,Army,0
Married,Master's Degree,Tenant,50000.0,2750.0,Female,1.0,63.0,15.0,,3.0,Farmer,0
Single,Bachelor's Degree,Tenant,35000.0,2150.0,Male,3.0,29.0,28.0,Less Than One Year,4.0,Worker,0
Married,Bachelor's Degree,Owner,10000.0,4250.0,Male,0.0,71.0,6.0,Less Than Four Years,3.0,Manager,1
Single,Bachelor's Degree,Tenant,15000.0,2750.0,,0.0,30.0,32.0,Unemployed,4.0,Worker,0
Single,Bachelor's Degree,Owner,10000.0,6250.0,Male,2.0,21.0,15.0,Less Than Four Years,3.0,Professional,1
Married,Bachelor's Degree,Owner,25000.0,4250.0,Male,2.0,50.0,5.0,Unemployed,5.0,Professional,0
Single,Bachelor's Degree,Tenant,70000.0,2150.0,Male,2.0,68.0,1.0,Less Than Seven Years,4.0,Manager,0
Married,Bachelor's Degree,Owner,20000.0,5250.0,Female,0.0,59.0,23.0,More Than Seven Years,4.0,Professional,1
Married,Bachelor's Degree,Tenant,40000.0,2150.0,Male,,47.0,7.0,Less Than Seven Years,4.0,Professional,0
Married,Bachelor's Degree,Owner,55000.0,5250.0,Male,1.0,55.0,14.0,Less Than Four Years,4.0,Manager,0
Married,Doctorate Degree,Owner,20000.0,3750.0,Female,3.0,48.0,30.0,Less Than Four Years,2.0,Manager,0
Married,Bachelor's Degree,Tenant,20000.0,2150.0,Male,2.0,51.0,37.0,Less Than One Year,4.0,Manager,0
Married,Bachelor's Degree,Tenant,40000.0,2750.0,Male,1.0,26.0,3.0,Less Than Seven Years,4.0,Worker,0
Married,Bachelor's Degree,Tenant,60000.0,2750.0,Male,2.0,23.0,22.0,More Than Seven Years,4.0,Clerical,0
,Bachelor's Degree,Tenant,45000.0,5250.0,Male,0.0,32.0,14.0,More Than Seven Years,4.0,Manager,1
Married,Bachelor's Degree,Owner,30000.0,5250.0,Female,2.0,63.0,2.0,Unemployed,5.0,Professional,1
Single,Master's Degree,Tenant,10000.0,2750.0,Male,0.0,62.0,7.0,More Than Seven Years,2.0,Manager,0
Married,Master's Degree,Tenant,45000.0,3750.0,Male,0.0,41.0,27.0,Less Than Seven Years,4.0,Technician,0
Married,Bachelor's Degree,Owner,35000.0,4250.0,Female,1.0,33.0,10.0,Less Than One Year,2.0,Professional,1
Single,Bachelor's Degree,Tenant,20000.0,4250.0,Female,0.0,37.0,10.0,Less Than Four Years,4.0,Professional,0
Married,Bachelor's Degree,Tenant,15000.0,2750.0,Male,3.0,33.0,21.0,Less Than Seven Years,4.0,Worker,0
Single,Bachelor's Degree,Owner,25000.0,6250.0,Male,0.0,52.0,34.0,Less Than Four Years,4.0,Manager,0
Married,Bachelor's Degree,Owner,45000.0,4250.0,Female,2.0,34.0,18.0,Less Than Four Years,3.0,Manager,1
Married,Bachelor's Degree,Owner,20000.0,4250.0,Male,1.0,54.0,2.0,Less Than Four Years,2.0,Professional,1
Married,Master's Degree,Tenant,10000.0,2150.0,Male,2.0,44.0,11.0,Unemployed,3.0,Technician,0
Married,Bachelor's Degree,Tenant,100000.0,2750.0,Male,3.0,67.0,15.0,Less Than One Year,4.0,Worker,0
Married,Master's Degree,Tenant,55000.0,2150.0,Male,0.0,51.0,23.0,More Than Seven Years,3.0,Manager,0
Married,Bachelor's Degree,Owner,10000.0,6250.0,Male,1.0,50.0,32.0,Less Than Seven Years,3.0,Manager,1
Married,Bachelor's Degree,Owner,20000.0,5250.0,Male,1.0,38.0,4.0,Less Than One Year,3.0,Manager,1
Married,Bachelor's Degree,Owner,35000.0,4250.0,Female,3.0,32.0,7.0,Less Than Four Years,3.0,Professional,1
Married,Bachelor's Degree,Owner,15000.0,5250.0,Female,0.0,58.0,25.0,Less Than Seven Years,4.0,Manager,0
Married,Doctorate Degree,Owner,45000.0,3750.0,Male,1.0,51.0,15.0,Less Than Seven Years,3.0,Manager,1
Single,Primary School Grad,Tenant,10000.0,500.0,Female,3.0,55.0,7.0,Unemployed,4.0,Clerical,0
Married,Bachelor's Degree,Tenant,75000.0,2750.0,Female,0.0,66.0,14.0,Less Than One Year,5.0,Worker,0
Married,Bachelor's Degree,Tenant,20000.0,2150.0,Female,0.0,,8.0,Less Than Four Years,5.0,Professional,0
Married,Bachelor's Degree,Owner,10000.0,4250.0,Female,1.0,58.0,4.0,Less Than One Year,2.0,Manager,1
Single,Bachelor's Degree,Tenant,65000.0,2750.0,Male,1.0,29.0,7.0,More Than Seven Years,7.0,Worker,0
Married,Bachelor's Degree,Tenant,40000.0,2750.0,Female,3.0,35.0,15.0,Less Than Seven Years,5.0,Worker,0
Married,Master's Degree,Tenant,30000.0,2750.0,Female,2.0,31.0,19.0,More Than Seven Years,2.0,Technician,0
Married,Bachelor's Degree,Owner,40000.0,4250.0,Male,0.0,69.0,29.0,Less Than Seven Years,4.0,Professional,0
Married,Master's Degree,Tenant,20000.0,2750.0,Male,1.0,49.0,9.0,Less Than One Year,2.0,Clerical,0
Married,Bachelor's Degree,Tenant,60000.0,4250.0,Female,2.0,42.0,6.0,Less Than Four Years,6.0,Manager,0
Single,Master's Degree,Tenant,30000.0,2150.0,Male,2.0,58.0,20.0,Less Than Seven Years,2.0,Manager,0
Married,Bachelor's Degree,Tenant,25000.0,2750.0,,3.0,46.0,4.0,Less Than Seven Years,5.0,Farmer,0
Married,Bachelor's Degree,Tenant,90000.0,2750.0,Male,2.0,66.0,25.0,Less Than Seven Years,,Manager,0
Single,Bachelor's Degree,Tenant,95000.0,2150.0,Female,2.0,45.0,37.0,Unemployed,6.0,Farmer,0
Single,Master's Degree,Tenant,45000.0,2750.0,Female,3.0,33.0,23.0,More Than Seven Years,3.0,Worker,0
Married,Bachelor's Degree,Owner,95000.0,5250.0,Female,1.0,53.0,12.0,Less Than One Year,7.0,Manager,1
Married,Bachelor's Degree,Tenant,10000.0,6250.0,Female,2.0,25.0,1.0,More Than Seven Years,4.0,Manager,1
Divorced,Master's Degree,Tenant,40000.0,2150.0,Male,0.0,64.0,15.0,Less Than One Year,3.0,Manager,0
Married,Master's Degree,Tenant,90000.0,3750.0,Male,3.0,40.0,2.0,Less Than Four Years,4.0,Professional,0
Divorced,Bachelor's Degree,Tenant,40000.0,2150.0,Male,3.0,60.0,17.0,More Than Seven Years,4.0,Army,0
Single,Primary School Grad,Family Home,95000.0,500.0,Female,1.0,36.0,9.0,Less Than One Year,5.0,Army,0
Single,Primary School Grad,Family Home,50000.0,500.0,Male,1.0,24.0,1.0,More Than Seven Years,2.0,Worker,0
Married,Bachelor's Degree,Owner,,4250.0,Male,2.0,65.0,3.0,Unemployed,3.0,Professional,1
Married,Bachelor's Degree,Tenant,60000.0,2150.0,Male,1.0,41.0,2.0,Less Than Four Years,6.0,Army,0
Married,Doctorate Degree,Tenant,30000.0,3750.0,Male,3.0,42.0,13.0,More Than Seven Years,2.0,Manager,1
Single,Bachelor's Degree,Owner,40000.0,5250.0,Female,2.0,44.0,31.0,Unemployed,2.0,Professional,1
Married,Primary School Grad,Family Home,35000.0,500.0,Male,3.0,35.0,7.0,Unemployed,2.0,Worker,0
Single,Master's Degree,Tenant,15000.0,2750.0,Male,0.0,70.0,10.0,Less Than Seven Years,2.0,Manager,0
Married,Master's Degree,Tenant,30000.0,2750.0,Male,2.0,22.0,28.0,More Than Seven Years,3.0,Army,0
Married,Bachelor's Degree,Tenant,35000.0,2750.0,Female,3.0,45.0,8.0,Less Than Four Years,6.0,Clerical,0
Single,Master's Degree,Tenant,105000.0,3750.0,Female,1.0,35.0,15.0,Less Than Four Years,6.0,Farmer,0
Married,Bachelor's Degree,Owner,20000.0,6250.0,Female,2.0,56.0,7.0,Less Than Four Years,2.0,Manager,1
Married,Master's Degree,Tenant,10000.0,,Male,3.0,71.0,1.0,Less Than Four Years,7.0,Clerical,0
Divorced,Bachelor's Degree,Owner,20000.0,4250.0,Male,2.0,57.0,10.0,Unemployed,3.0,Manager,1
Married,Bachelor's Degree,Tenant,85000.0,2750.0,Female,2.0,67.0,4.0,Less Than Seven Years,7.0,Worker,0
Divorced,Master's Degree,Tenant,35000.0,2750.0,Male,0.0,38.0,32.0,More Than Seven Years,2.0,Professional,0
Married,Master's Degree,Tenant,35000.0,2150.0,Male,1.0,54.0,11.0,Less Than Four Years,2.0,Worker,0
Single,Bachelor's Degree,Tenant,95000.0,2150.0,Female,1.0,53.0,12.0,More Than Seven Years,6.0,Professional,0
Married,Doctorate Degree,Owner,20000.0,3750.0,Female,2.0,67.0,2.0,,2.0,Manager,0
Married,Bachelor's Degree,Tenant,40000.0,2150.0,Female,0.0,27.0,15.0,Less Than Four Years,4.0,Professional,0
Married,Master's Degree,Tenant,10000.0,2750.0,Male,0.0,22.0,26.0,Less Than One Year,3.0,Worker,0
Married,Master's Degree,Tenant,25000.0,2750.0,Male,0.0,57.0,8.0,Less Than Seven Years,2.0,Technician,0
Single,Bachelor's Degree,Owner,45000.0,4250.0,Male,1.0,51.0,14.0,Less Than Seven Years,3.0,Manager,1
Single,Master's Degree,Tenant,20000.0,2150.0,Female,3.0,59.0,3.0,Less Than One Year,2.0,Professional,0
Married,Bachelor's Degree,Tenant,,2750.0,Male,0.0,31.0,12.0,Less Than One Year,6.0,Worker,0
Single,Master's Degree,Tenant,45000.0,2150.0,Male,1.0,19.0,2.0,Less Than Four Years,3.0,Professional,0
Single,Master's Degree,Tenant,20000.0,2150.0,Female,0.0,32.0,32.0,Less Than One Year,3.0,Professional,0
Divorced,Bachelor's Degree,Tenant,10000.0,2750.0,Female,0.0,51.0,89.0,Less Than Four Years,5.0,Army,0
Married,Primary School Grad,Tenant,25000.0,500.0,Male,3.0,69.0,84.0,More Than Seven Years,2.0,Farmer,0
Single,Bachelor's Degree,Tenant,40000.0,6250.0,Male,1.0,34.0,30.0,Unemployed,4.0,Manager,1
Married,Master's Degree,Tenant,15000.0,2150.0,Male,3.0,62.0,12.0,More Than Seven Years,3.0,Professional,0
Divorced,Doctorate Degree,Tenant,,3750.0,Female,2.0,26.0,12.0,Less Than Seven Years,2.0,Manager,0
Married,Bachelor's Degree,Tenant,50000.0,2150.0,Female,0.0,48.0,6.0,More Than Seven Years,5.0,Army,0
Married,Bachelor's Degree,Tenant,45000.0,4250.0,Male,3.0,36.0,7.0,More Than Seven Years,4.0,Professional,0
Married,Master's Degree,Tenant,80000.0,3750.0,Male,1.0,20.0,25.0,Less Than One Year,6.0,Clerical,0
Married,Master's Degree,Tenant,50000.0,3750.0,Male,3.0,56.0,2.0,Less Than Seven Years,5.0,Army,0
Married,Master's Degree,Tenant,25000.0,2150.0,Male,3.0,27.0,14.0,Unemployed,3.0,,0
Single,Bachelor's Degree,Tenant,40000.0,2150.0,Female,0.0,67.0,1.0,Less Than Seven Years,4.0,Army,0
Single,Primary School Grad,Family Home,30000.0,500.0,Female,1.0,40.0,12.0,More Than Seven Years,4.0,Professional,0
Married,Primary School Grad,Tenant,30000.0,500.0,Male,2.0,45.0,34.0,Unemployed,4.0,Army,0
Married,Master's Degree,Tenant,50000.0,2750.0,Female,0.0,42.0,9.0,More Than Seven Years,3.0,Clerical,0
Single,Primary School Grad,Family Home,40000.0,500.0,Female,3.0,23.0,14.0,More Than Seven Years,3.0,Farmer,0
Married,Master's Degree,Tenant,30000.0,2750.0,Male,3.0,45.0,7.0,Less Than Four Years,3.0,Army,0
Married,Bachelor's Degree,Tenant,35000.0,2150.0,Male,3.0,22.0,10.0,Less Than Seven Years,4.0,Manager,0
Single,Bachelor's Degree,Owner,10000.0,6250.0,Male,1.0,18.0,6.0,More Than Seven Years,6.0,Manager,1
Married,Bachelor's Degree,Tenant,75000.0,5250.0,Female,2.0,31.0,10.0,Less Than One Year,4.0,Professional,0
Married,Master's Degree,Tenant,10000.0,2750.0,Female,1.0,35.0,8.0,Less Than Four Years,3.0,Professional,0
Married,Master's Degree,Tenant,10000.0,2750.0,Female,2.0,36.0,34.0,Unemployed,3.0,Farmer,0
Married,Bachelor's Degree,Owner,10000.0,6250.0,Female,1.0,51.0,8.0,Less Than One Year,3.0,Manager,1
Single,Bachelor's Degree,Owner,10000.0,6250.0,Female,1.0,21.0,5.0,Unemployed,6.0,Manager,0
Single,Bachelor's Degree,Owner,15000.0,4250.0,Female,0.0,64.0,13.0,Unemployed,2.0,Professional,1
Married,Bachelor's Degree,Tenant,20000.0,2150.0,Female,0.0,46.0,28.0,Less Than Four Years,7.0,Clerical,0
Single,Primary School Grad,Tenant,20000.0,500.0,Male,0.0,71.0,8.0,More Than Seven Years,4.0,Manager,0
Single,Bachelor's Degree,Owner,20000.0,5250.0,Male,3.0,57.0,4.0,Unemployed,3.0,Manager,1
Single,Bachelor's Degree,Tenant,60000.0,2150.0,Male,3.0,29.0,38.0,Unemployed,4.0,Technician,0
Married,Master's Degree,Tenant,35000.0,2750.0,Female,2.0,63.0,29.0,Less Than Seven Years,3.0,Technician,0
Married,Bachelor's Degree,Owner,45000.0,4250.0,Female,1.0,63.0,30.0,Less Than Four Years,3.0,Manager,1
Married,Bachelor's Degree,Tenant,40000.0,6250.0,Female,0.0,44.0,6.0,Unemployed,4.0,Professional,0
Married,Bachelor's Degree,Tenant,20000.0,4250.0,Male,1.0,31.0,11.0,Less Than One Year,5.0,Professional,1
Married,Bachelor's Degree,Tenant,40000.0,2150.0,Male,0.0,41.0,7.0,More Than Seven Years,4.0,Manager,0
Married,Bachelor's Degree,Owner,20000.0,4250.0,Female,0.0,27.0,21.0,Less Than One Year,3.0,Manager,1
Single,Master's Degree,Tenant,20000.0,3750.0,Male,2.0,63.0,18.0,Less Than Seven Years,5.0,Clerical,0
Single,Master's Degree,,15000.0,2150.0,Male,0.0,18.0,82.0,Unemployed,3.0,Clerical,0
Married,Bachelor's Degree,Tenant,60000.0,2150.0,Male,3.0,43.0,12.0,Less Than Four Years,5.0,Manager,0
Single,Bachelor's Degree,Owner,70000.0,5250.0,Male,2.0,54.0,83.0,Less Than Four Years,5.0,Manager,0
Divorced,Master's Degree,Tenant,25000.0,2150.0,Male,1.0,46.0,9.0,Less Than Seven Years,3.0,Army,0
Married,Bachelor's Degree,Tenant,10000.0,5250.0,Female,1.0,24.0,35.0,Less Than Four Years,7.0,Manager,0
Single,Master's Degree,Tenant,25000.0,2750.0,Female,3.0,18.0,10.0,Less Than Four Years,3.0,Army,0
Single,Bachelor's Degree,Tenant,20000.0,2150.0,,0.0,63.0,82.0,Less Than One Year,5.0,Manager,0
Married,Bachelor's Degree,Owner,10000.0,6250.0,Female,1.0,52.0,18.0,Less Than One Year,4.0,Manager,0
Married,Master's Degree,Tenant,25000.0,2750.0,Female,3.0,66.0,13.0,Unemployed,3.0,Technician,0
Single,Bachelor's Degree,Owner,35000.0,5250.0,Male,0.0,64.0,12.0,Unemployed,3.0,Manager,1
Married,Master's Degree,Tenant,35000.0,2750.0,Female,2.0,43.0,13.0,Less Than Seven Years,3.0,Worker,0
Married,Bachelor's Degree,Tenant,15000.0,2150.0,Female,1.0,28.0,8.0,Less Than Seven Years,4.0,Army,0
Single,Master's Degree,Tenant,20000.0,2150.0,Female,1.0,38.0,5.0,Unemployed,3.0,Army,0
,Master's Degree,Tenant,10000.0,2750.0,Male,0.0,54.0,3.0,More Than Seven Years,2.0,Clerical,0
Divorced,Master's Degree,Tenant,15000.0,2750.0,Male,1.0,28.0,1.0,Less Than Four Years,3.0,Professional,0
Married,Bachelor's Degree,Tenant,25000.0,2750.0,Female,0.0,54.0,18.0,More Than Seven Years,4.0,Worker,0
Married,Bachelor's Degree,Owner,20000.0,6250.0,Male,1.0,53.0,8.0,Less Than One Year,4.0,Manager,1
Married,Master's Degree,Tenant,50000.0,2750.0,Female,3.0,61.0,38.0,Unemployed,3.0,Manager,0
Divorced,Bachelor's Degree,Owner,25000.0,6250.0,Female,0.0,20.0,14.0,Less Than Seven Years,2.0,Professional,1
Married,Bachelor's Degree,Owner,65000.0,5250.0,Male,3.0,55.0,34.0,Less Than One Year,3.0,Manager,1
Married,Primary School Grad,Tenant,55000.0,500.0,Male,3.0,50.0,12.0,Less Than Four Years,4.0,Technician,0
Married,Primary School Grad,Tenant,35000.0,500.0,Female,1.0,59.0,4.0,More Than Seven Years,3.0,Farmer,0
Married,Doctorate Degree,Tenant,40000.0,3750.0,Male,1.0,44.0,12.0,Less Than Seven Years,3.0,Manager,1
Divorced,Bachelor's Degree,Owner,20000.0,5250.0,Male,2.0,48.0,25.0,Unemployed,6.0,Manager,1
Married,Master's Degree,Tenant,70000.0,2750.0,Female,3.0,67.0,24.0,Less Than One Year,3.0,Army,0
Single,Master's Degree,Tenant,15000.0,2750.0,Male,0.0,35.0,21.0,More Than Seven Years,3.0,Worker,0
Married,Master's Degree,Tenant,40000.0,2750.0,Female,3.0,26.0,27.0,Unemployed,3.0,Farmer,0
Divorced,Master's Degree,Tenant,20000.0,2150.0,Female,1.0,38.0,1.0,Less Than Four Years,3.0,Army,0
Single,Master's Degree,Tenant,55000.0,2750.0,Male,1.0,27.0,34.0,Less Than Four Years,2.0,Clerical,0
Single,Master's Degree,Tenant,55000.0,3750.0,Male,0.0,61.0,85.0,Less Than Four Years,,Army,0
Married,Bachelor's Degree,Tenant,50000.0,2150.0,Female,2.0,37.0,9.0,More Than Seven Years,5.0,Professional,0
Married,Primary School Grad,Tenant,40000.0,500.0,Female,0.0,56.0,21.0,Unemployed,3.0,Technician,0
Single,Primary School Grad,Family Home,15000.0,500.0,Male,0.0,33.0,80.0,More Than Seven Years,2.0,Manager,0
Married,Master's Degree,Tenant,55000.0,2750.0,Female,2.0,47.0,8.0,Less Than One Year,2.0,Clerical,0
Married,Master's Degree,Tenant,80000.0,2150.0,Female,2.0,44.0,1.0,More Than Seven Years,2.0,Professional,0
Married,Master's Degree,Tenant,15000.0,3750.0,Female,2.0,38.0,53.0,Unemployed,6.0,Clerical,0
Married,Primary School Grad,Tenant,25000.0,500.0,Male,1.0,65.0,91.0,Less Than Seven Years,3.0,Worker,0
Married,Bachelor's Degree,Tenant,10000.0,2750.0,Female,1.0,47.0,33.0,Less Than Four Years,5.0,Farmer,0
,Bachelor's Degree,Tenant,55000.0,2150.0,Male,2.0,18.0,75.0,Less Than Four Years,4.0,Army,0
Married,Bachelor's Degree,Owner,95000.0,4250.0,Male,2.0,45.0,11.0,,5.0,Professional,0
Married,Bachelor's Degree,Tenant,60000.0,2150.0,Female,1.0,26.0,2.0,Less Than Seven Years,4.0,Clerical,0
Married,Bachelor's Degree,Owner,25000.0,6250.0,Female,1.0,67.0,5.0,Less Than Seven Years,3.0,Professional,1
Single,Master's Degree,Tenant,60000.0,2150.0,Female,1.0,64.0,1.0,Unemployed,2.0,Professional,0
Married,Bachelor's Degree,Tenant,15000.0,2750.0,Female,0.0,58.0,14.0,Unemployed,5.0,Technician,0
Single,Master's Degree,Tenant,45000.0,2150.0,Male,2.0,71.0,2.0,More Than Seven Years,2.0,Manager,0
Married,Master's Degree,Tenant,35000.0,3750.0,Male,,41.0,35.0,Less Than Four Years,5.0,Army,0
,Bachelor's Degree,Tenant,55000.0,2750.0,Female,0.0,21.0,2.0,More Than Seven Years,7.0,Manager,0
Divorced,Doctorate Degree,Owner,50000.0,3750.0,Male,0.0,45.0,22.0,Unemployed,3.0,Manager,0
Married,Bachelor's Degree,Tenant,25000.0,2150.0,Female,1.0,22.0,78.0,Unemployed,4.0,Technician,0
Divorced,Master's Degree,Tenant,15000.0,3750.0,Female,0.0,54.0,8.0,Unemployed,6.0,Professional,0
Single,Doctorate Degree,Tenant,10000.0,3750.0,Male,2.0,35.0,3.0,Unemployed,2.0,Manager,1
,Bachelor's Degree,Tenant,10000.0,2150.0,Male,2.0,59.0,6.0,Less Than One Year,7.0,Professional,0
Single,Bachelor's Degree,Tenant,50000.0,2750.0,Male,3.0,21.0,12.0,Less Than Seven Years,7.0,Clerical,0
Single,Master's Degree,Tenant,45000.0,2150.0,Female,3.0,64.0,4.0,More Than Seven Years,3.0,Army,0
Married,Master's Degree,Tenant,10000.0,2750.0,Male,3.0,62.0,28.0,Unemployed,3.0,Technician,0
Single,Bachelor's Degree,Tenant,10000.0,,Female,2.0,51.0,35.0,More Than Seven Years,6.0,Technician,0
Single,Bachelor's Degree,Tenant,75000.0,2750.0,Female,1.0,66.0,23.0,Less Than Four Years,5.0,Technician,0
Single,Master's Degree,Tenant,20000.0,2150.0,Male,1.0,27.0,9.0,Unemployed,2.0,Clerical,0
Single,Master's Degree,Tenant,20000.0,2750.0,Male,0.0,56.0,6.0,Less Than One Year,2.0,Worker,0
Married,Doctorate Degree,Owner,35000.0,3750.0,Female,3.0,63.0,,Less Than One Year,3.0,Professional,1
Single,Bachelor's Degree,Tenant,15000.0,2750.0,,1.0,36.0,72.0,Less Than Four Years,4.0,Farmer,0
Divorced,Doctorate Degree,Tenant,45000.0,3750.0,Male,1.0,39.0,10.0,More Than Seven Years,2.0,Manager,1
Married,Bachelor's Degree,Owner,80000.0,4250.0,Male,2.0,63.0,10.0,Unemployed,3.0,Professional,1
Married,Bachelor's Degree,Tenant,35000.0,2750.0,Female,0.0,53.0,4.0,Less Than One Year,4.0,Worker,0
Married,Bachelor's Degree,Owner,20000.0,5250.0,Male,1.0,69.0,18.0,Unemployed,2.0,Professional,1
Single,Doctorate Degree,Owner,20000.0,3750.0,Female,1.0,60.0,8.0,Unemployed,2.0,Professional,1
Married,Bachelor's Degree,Tenant,30000.0,2150.0,Female,0.0,47.0,12.0,Less Than One Year,4.0,Manager,0
Married,Doctorate Degree,Owner,20000.0,3750.0,Male,3.0,65.0,73.0,Unemployed,2.0,Manager,0
Divorced,Bachelor's Degree,Tenant,20000.0,2750.0,Female,3.0,20.0,11.0,Less Than Seven Years,5.0,Manager,0
Divorced,Master's Degree,Tenant,10000.0,2750.0,Female,2.0,18.0,37.0,More Than Seven Years,2.0,Manager,0
Single,Bachelor's Degree,Owner,15000.0,6250.0,Female,3.0,68.0,39.0,Less Than One Year,4.0,Manager,0
Married,Bachelor's Degree,Tenant,20000.0,6250.0,Male,0.0,26.0,64.0,Unemployed,5.0,Manager,0
Married,Bachelor's Degree,Tenant,35000.0,2750.0,Male,2.0,40.0,87.0,Unemployed,4.0,Manager,0
Married,Bachelor's Degree,Tenant,10000.0,2150.0,Male,1.0,55.0,76.0,Less Than One Year,7.0,Farmer,0
Single,Bachelor's Degree,Tenant,40000.0,2750.0,Female,1.0,35.0,15.0,Unemployed,5.0,Worker,0
Single,Bachelor's Degree,Tenant,45000.0,4250.0,Male,3.0,19.0,30.0,Less Than Four Years,3.0,Manager,1
,Bachelor's Degree,Tenant,60000.0,2750.0,Male,0.0,66.0,11.0,Less Than One Year,4.0,Technician,0
Married,Primary School Grad,Tenant,35000.0,500.0,Female,3.0,50.0,3.0,More Than Seven Years,7.0,Army,0
Single,Primary School Grad,Family Home,55000.0,500.0,Female,0.0,41.0,22.0,,3.0,Farmer,0
Single,Bachelor's Degree,Tenant,10000.0,4250.0,Male,0.0,27.0,14.0,Less Than One Year,4.0,Professional,0
Married,Doctorate Degree,Tenant,10000.0,3750.0,Male,3.0,32.0,73.0,Less Than Four Years,3.0,Professional,0
Married,Bachelor's Degree,Owner,40000.0,5250.0,Male,1.0,21.0,11.0,Unemployed,2.0,Manager,1
Married,Master's Degree,Tenant,25000.0,2750.0,Male,1.0,58.0,10.0,Less Than Seven Years,3.0,Manager,0
Single,Bachelor's Degree,Tenant,45000.0,2150.0,Male,2.0,64.0,59.0,Less Than One Year,4.0,Manager,0
Married,Master's Degree,Tenant,10000.0,2150.0,Female,2.0,66.0,,More Than Seven Years,3.0,Farmer,0
Married,Bachelor's Degree,Tenant,15000.0,2750.0,Male,3.0,61.0,4.0,Less Than Seven Years,4.0,Worker,0
Single,Bachelor's Degree,Tenant,25000.0,2750.0,Female,1.0,48.0,38.0,Less Than One Year,,Professional,0
Married,Bachelor's Degree,Owner,75000.0,5250.0,Male,3.0,27.0,10.0,More Than Seven Years,3.0,,1
Married,Master's Degree,Tenant,20000.0,2150.0,Male,1.0,38.0,11.0,Less Than Seven Years,3.0,Army,0
Married,Primary School Grad,Tenant,45000.0,500.0,Male,0.0,45.0,14.0,Less Than One Year,2.0,Army,0
Married,Bachelor's Degree,Tenant,55000.0,2150.0,Male,1.0,44.0,74.0,Less Than Four Years,4.0,,0
Married,Bachelor's Degree,Owner,10000.0,4250.0,Female,0.0,70.0,9.0,More Than Seven Years,3.0,Professional,1
Single,Master's Degree,Tenant,55000.0,2750.0,Male,3.0,34.0,3.0,Unemployed,3.0,Army,0
Single,Bachelor's Degree,Owner,25000.0,5250.0,Male,3.0,42.0,1.0,More Than Seven Years,2.0,Professional,1
Single,Master's Degree,Tenant,10000.0,2750.0,Female,0.0,66.0,13.0,Unemployed,2.0,Clerical,0
Married,Doctorate Degree,Owner,50000.0,3750.0,Female,0.0,49.0,9.0,Less Than One Year,3.0,Manager,1
Married,Bachelor's Degree,Owner,15000.0,5250.0,Male,0.0,26.0,15.0,Unemployed,2.0,Manager,1
Married,Master's Degree,Tenant,35000.0,2150.0,Female,0.0,69.0,19.0,Less Than One Year,3.0,Professional,0
Single,Bachelor's Degree,Owner,15000.0,5250.0,Female,0.0,71.0,16.0,Less Than One Year,5.0,Professional,1
Single,Bachelor's Degree,Owner,45000.0,4250.0,Female,0.0,48.0,11.0,Unemployed,4.0,Manager,1
Married,Master's Degree,Tenant,15000.0,3750.0,Female,3.0,38.0,34.0,More Than Seven Years,4.0,Army,0
Married,Doctorate Degree,Owner,40000.0,3750.0,Male,1.0,,28.0,Less Than Four Years,2.0,Manager,1
Married,Bachelor's Degree,Tenant,55000.0,2150.0,Male,3.0,49.0,12.0,Less Than One Year,4.0,Farmer,0
Single,Master's Degree,Tenant,20000.0,2750.0,Male,3.0,39.0,59.0,Less Than Seven Years,2.0,Clerical,0
Single,Bachelor's Degree,Owner,30000.0,4250.0,Male,2.0,58.0,40.0,Less Than Four Years,2.0,Manager,1
Married,Bachelor's Degree,Tenant,15000.0,2750.0,Female,,26.0,4.0,Less Than Four Years,4.0,Farmer,0
Single,Master's Degree,Tenant,45000.0,3750.0,Male,3.0,36.0,12.0,More Than Seven Years,5.0,Farmer,0
Single,Master's Degree,Tenant,40000.0,2150.0,Male,3.0,36.0,11.0,Less Than Seven Years,3.0,,0
